CNA-SMN-CG-GMC-SMAA-CLIMATOLOGIA
BASE DE DATOS CLIMATOLOGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A ENERO 2022

ESTACION  : 14202
NOMBRE    : MEDRANO
ESTADO    : JALISCO
MUNICIPIO : GUADALAJARA
SITUACION : OPERANDO
ORGANISMO : LERMA SANTIAGO PACÍFICO
CVE-OMM   : Nulo
LATITUD   : 020.666°
LONGITUD  : -103.321°
ALTITUD   : 1559 msnm

EMISIÓN   : 02/02/2022      	

		PRECIP	EVAP	TMAX	TMIN
  Fecha     	(MM)	(MM)	(°C)	(°C)
26/10/2015	0	2	26.4	15.8
27/10/2015	10.9	1	26.4	16.2
28/10/2015	0	1.3	26.6	18.6
29/10/2015	14.5	1.3	25.8	17.6
30/10/2015	14.2	1.3	25.3	17.3
31/10/2015	0	4.1	25.3	16.4
01/11/2015	0	2.3	25.1	14.8
02/11/2015	0	1.7	23.4	14.5
03/11/2015	0	1.4	25.1	16
04/11/2015	0	1.9	27.9	15.9
05/11/2015	0	2.3	28.6	16.7
06/11/2015	0	2.1	29.4	17.8
07/11/2015	0	2	28.6	18.6
08/11/2015	0	2.7	28.4	18.3
09/11/2015	0	2.5	28.7	18.3
10/11/2015	0	3.1	29.4	17.7
11/11/2015	0	3.1	29.6	17.7
12/11/2015	0	3.1	29.3	16.5
13/11/2015	0	3.4	27.2	16
14/11/2015	0	2.7	27.2	15.4
15/11/2015	0	2.7	26.6	14.7
16/11/2015	7.1	2.1	27.7	15.6
17/11/2015	0	2.3	25.9	16.8
18/11/2015	0	3.6	27.1	16.3
19/11/2015	0	3	27.1	15.7
20/11/2015	0	2.2	27.2	15.7
21/11/2015	0	2.5	28.6	18.2
22/11/2015	0	3	28.1	16.3
23/11/2015	0	3.4	27.7	15.1
24/11/2015	0	3.3	27.3	15.8
25/11/2015	0	2.4	26.3	16.3
26/11/2015	0	1.2	23.2	17.3
27/11/2015	2.3	0.5	18.5	17.5
28/11/2015	0	1.9	26.4	15
29/11/2015	0	2.1	27.4	15.2
30/11/2015	0	4.7	28.3	15.9
01/12/2015	0	1.5	25.3	16.4
02/12/2015	0	2.1	25.5	15.7
03/12/2015	0	2	22.9	15.8
04/12/2015	0	2.5	24.7	13
05/12/2015	0	2.8	25.6	13.3
06/12/2015	0	3.2	25.7	13.3
07/12/2015	0	2.7	23.6	11.6
08/12/2015	0	2.5	23.9	12.1
09/12/2015	0	2.9	24.9	14.2
10/12/2015	0	3.4	26.2	13.7
11/12/2015	0.5	3.4	23.2	13.3
12/12/2015	18.9	3.4	18.4	13.8
13/12/2015	0	2.7	22.9	13.3
14/12/2015	0.3	2.2	24.2	10.5
15/12/2015	0	2.5	24.5	10.4
16/12/2015	0	2.4	24.6	11.4
17/12/2015	0	3.2	25.3	11.9
18/12/2015	0	3.2	23.7	12.4
19/12/2015	0	2.2	23.8	10.4
20/12/2015	0	2.3	24.8	10.9
21/12/2015	0	2.7	25.7	14
22/12/2015	0	2.7	24.2	14.4
23/12/2015	0	3.1	25.2	13.1
24/12/2015	0	3.1	24.9	12.7
25/12/2015	0	3.1	25.8	12.4
26/12/2015	0	2.5	25.1	12.3
27/12/2015	0	2.6	23.9	13.2
28/12/2015	0	3.1	24.7	11.7
29/12/2015	0	2	24.7	11.7
30/12/2015	0	2	25.5	12.5
31/12/2015	0	4.4	23.9	14.7
01/01/2016	0	2.3	27.6	14.7
02/01/2016	0	2.2	25.6	14.8
03/01/2016	0	3.8	25.3	14.6
04/01/2016	0	3.8	24.2	15.2
05/01/2016	0	3.2	23.4	12.2
06/01/2016	0	2.8	22.3	11.2
07/01/2016	0	3	21.4	11.7
08/01/2016	0	3.3	22.5	9.3
09/01/2016	0	3.2	21.9	8.7
10/01/2016	0	3.9	24.1	8.7
11/01/2016	0	3.9	23.4	8.7
12/01/2016	0	3.9	24	9.1
13/01/2016	2.5	3.4	20.9	10.3
14/01/2016	0	2.8	22.3	10.4
15/01/2016	0	3.5	22.9	8.5
16/01/2016	0	3.6	24.2	8.6
17/01/2016	0	4.1	25.8	7.8
18/01/2016	0	3.8	23.9	7.8
19/01/2016	0	3.3	23.4	9.3
20/01/2016	0	3.7	24.3	9.6
21/01/2016	0	4	25.3	10.8
22/01/2016	0	4.6	25.8	10.4
23/01/2016	0	4.4	25.5	9.9
24/01/2016	0	3.2	23.7	9.9
25/01/2016	0	2.9	20.8	10.8
26/01/2016	0	2.6	22	10.8
27/01/2016	0	2.9	20.3	10.9
28/01/2016	0	3.3	20.4	7.3
29/01/2016	0	3.9	22.9	7.3
30/01/2016	0	3.9	25.8	9.6
31/01/2016	0	4.5	25.8	12.3
01/02/2016	0	4	27.2	10.8
02/02/2016	0	4.4	26.2	10.8
03/02/2016	0	4.7	26.6	9.5
04/02/2016	0	5.2	27	9.4
05/02/2016	0	4.1	26.1	9.7
06/02/2016	0	5.3	25.8	10
07/02/2016	0	4.2	22.2	11.4
08/02/2016	0	5.2	24.6	10.8
09/02/2016	0	3.3	20.6	11.4
10/02/2016	0	3.4	23.1	10.1
11/02/2016	0	3.4	25.1	10.2
12/02/2016	0	3.4	26.6	10.9
13/02/2016	0	4.1	26.3	10.4
14/02/2016	0	4.9	26.8	10.6
15/02/2016	0	4.9	27.3	10.9
16/02/2016	0	4.4	27.9	13.1
17/02/2016	0	6.2	30	14.8
18/02/2016	0	5.3	29	13.2
19/02/2016	0	5.5	29.3	13.6
20/02/2016	0	5.4	29.2	14.8
21/02/2016	0	4.8	30.6	14.2
22/02/2016	0	4	28.9	14.8
23/02/2016	0	4.8	28.1	13.8
24/02/2016	0	4.7	30	12.8
25/02/2016	0	3.6	27.4	13.4
26/02/2016	1	2.4	27.3	13.8
27/02/2016	0.5	1.5	22.6	15.3
28/02/2016	0	3	26.2	12.1
29/02/2016	0	5.3	27.6	12.3
01/03/2016	0	4.8	27.7	9.6
02/03/2016	0	4.4	27.4	15.7
03/03/2016	0	5	28.6	15.5
04/03/2016	0	5.6	28.4	15.6
05/03/2016	0	4.6	28.9	15.5
06/03/2016	0	4.8	28.4	15.6
07/03/2016	0	4.4	26.4	15.1
08/03/2016	1.3	2.9	23.5	14.4
09/03/2016	6.9	1.3	13.8	10.7
10/03/2016	0	2.4	17.7	4.6
11/03/2016	0	2.4	21.9	4.8
12/03/2016	0	2.4	26.4	8.6
13/03/2016	0	3.3	28	9.9
14/03/2016	0	4.9	30.2	12.7
15/03/2016	0	4.7	28.7	13.7
16/03/2016	0	4.6	26.6	16.6
17/03/2016	0	3.5	25.7	18.2
18/03/2016	0	4.4	26.2	14.7
19/03/2016	0	3.7	27.2	14.3
20/03/2016	0	4.2	24.8	13.2
21/03/2016	0	3.8	25.3	13
22/03/2016	0	3.5	27.7	13.2
23/03/2016	0	3	27.7	15.3
24/03/2016	0	5.2	29.2	15.5
25/03/2016	0	5.2	28.4	15.3
26/03/2016	0	4.9	27.2	17.9
27/03/2016	0	5.4	30.6	16.1
28/03/2016	0	6.1	31.2	16.3
29/03/2016	0	5.7	29.9	16.3
30/03/2016	0	5.7	30.9	17
31/03/2016	0	6.3	29.9	18.2
01/04/2016	0	5.4	29.1	16.4
02/04/2016	0	6.2	29.8	14.3
03/04/2016	0	6	30.4	16.1
04/04/2016	0	6.4	31.7	15.6
05/04/2016	0	6.9	32.3	16.2
06/04/2016	0	7	31.4	18.3
07/04/2016	0	6.9	32.4	17.9
08/04/2016	0	7.2	32.4	19.2
09/04/2016	0	5.8	31.8	19.4
10/04/2016	0	5.4	31.1	19
11/04/2016	0	5.4	31.3	19.4
12/04/2016	0	5.4	31.1	19.1
13/04/2016	0	5.5	32.2	19
14/04/2016	0	5.8	31.4	20.1
15/04/2016	0	5.7	29.7	19.4
16/04/2016	0	4.9	26.1	20.4
17/04/2016	0	4.9	28.4	18.3
18/04/2016	0	6.4	32.2	18.3
19/04/2016	0	4.6	30.1	18.8
20/04/2016	0.3	4	28.6	19.2
21/04/2016	0	6.6	29.6	15.4
22/04/2016	0	5.9	27.4	18
23/04/2016	0	5.6	28.4	16.7
24/04/2016	0	6.2	28.9	15.6
25/04/2016	0	5.7	27.7	16.3
26/04/2016	0	5.2	26.7	15.4
27/04/2016	0	6.4	31.4	14.3
28/04/2016	0	6.3	31.6	16.5
29/04/2016	0	6.3	30.1	16.6
30/04/2016	0	7.2	30.9	15.9
01/05/2016	0	6.9	31.4	16.5
02/05/2016	0	7.3	34.5	17.4
03/05/2016	0	7.8	34.3	19.6
04/05/2016	0	7.1	32.9	19.8
05/05/2016	0	6.6	33.4	19.4
06/05/2016	0	5.9	34	19.5
07/05/2016	1.8	4.4	33.4	20.5
08/05/2016	0	4.2	32.3	19.6
09/05/2016	0	3.8	31.1	19.6
10/05/2016	0	3.8	31.1	21.2
11/05/2016	3.3	3.8	32.3	21.6
12/05/2016	0	3.8	32.3	18.2
13/05/2016	1.3	3.8	31.6	18.8
14/05/2016	0	3.7	31.3	18.1
15/05/2016	0	3.9	30.8	19.9
16/05/2016	0	4.5	30.7	19.4
17/05/2016	0	5.7	31.9	19.9
18/05/2016	0	7.6	32.4	19.5
19/05/2016	0	6.1	32.3	19.3
20/05/2016	0	6.5	32.9	19.7
21/05/2016	0	6.4	33.8	19.8
22/05/2016	0	6.9	33.3	20.3
23/05/2016	0	6.6	33.7	19.4
24/05/2016	0	6.7	34.6	19.3
25/05/2016	0	6.6	34.9	21.4
26/05/2016	0	5.7	33.7	21.8
27/05/2016	0	5.8	32.9	21.1
28/05/2016	0	6.2	33.4	20.8
29/05/2016	0	6.1	33.9	21.6
30/05/2016	0	6.1	34.2	20.2
31/05/2016	0	5.7	33.3	21.2
01/06/2016	0	5.1	33	20.6
02/06/2016	0	4.9	32.7	20.3
03/06/2016	0	5.8	33.1	19.5
04/06/2016	0	6.2	33.3	20.4
05/06/2016	0	5.6	32.3	21.2
06/06/2016	0	3.9	31.3	18.6
07/06/2016	0	4.1	31.8	18.2
08/06/2016	0.3	3.7	32.1	18.9
09/06/2016	0	3.7	30.9	18.4
10/06/2016	0	3.8	30.8	19
11/06/2016	33.5	3.8	32	20.4
12/06/2016	16	3.8	28.2	18.1
13/06/2016	29.7	2.9	28.2	17.4
14/06/2016	20	1.4	29.6	16.8
15/06/2016	0.3	1.1	27.9	18.1
16/06/2016	14.7	2	29.2	19.2
17/06/2016	36.6	2	30.3	18.3
18/06/2016	5.3	2	29.6	17.2
19/06/2016	0	2.1	27.5	17
20/06/2016	4.3	2	29.2	19.4
21/06/2016	0.5	1.6	27.4	19.8
22/06/2016	4.8	1.9	28.9	19.7
23/06/2016	8.4	1.5	28.5	18.6
24/06/2016	0	1.5	29.2	16.3
25/06/2016	0	1.9	29.7	18.7
26/06/2016	16	1.7	29.2	18.1
27/06/2016	2.5	0.9	27	17.4
28/06/2016	21.3	1.8	28.8	18
29/06/2016	1.5	1.8	28.7	16.2
30/06/2016	0.5	4.2	30.7	16.8
01/07/2016	0	1.8	27.9	18.2
02/07/2016	0	1.3	25.8	18.6
03/07/2016	17.5	1.6	29.8	19.3
04/07/2016	0.3	1.8	25.4	16.4
05/07/2016	25.4	1.1	26.2	17.2
06/07/2016	0	1.8	27.3	15.8
07/07/2016	2.3	1.7	28	16.5
08/07/2016	0	2.6	29.8	17.4
09/07/2016	1	2.4	30.1	17.6
10/07/2016	2.3	2.2	30.3	18.8
11/07/2016	53.8	2.2	27.4	19.2
12/07/2016	0	2.2	25.4	15.9
13/07/2016	32.8	1.6	27.3	17.3
14/07/2016	6.8	1	26.2	15.7
15/07/2016	0.3	1.4	26.5	15.8
16/07/2016	0	1.8	27.7	16.9
17/07/2016	4.3	1.5	26.6	17
18/07/2016	2.8	2.4	26.7	17.3
19/07/2016	0	3	28	17.7
20/07/2016	17	2	26.6	18.3
21/07/2016	0.8	1.6	26.2	17.7
22/07/2016	20.3	1.3	27.4	18.7
23/07/2016	1.5	1.2	27.8	17.3
24/07/2016	0.8	1.3	28.3	17.4
25/07/2016	8.9	1.9	28.8	17.9
26/07/2016	0.5	1.4	28.3	18.1
27/07/2016	79.2	1.1	27.8	19.2
28/07/2016	3.5	0.5	22.7	15.7
29/07/2016	0	1	25.9	16.3
30/07/2016	11.4	1	27.3	16.6
31/07/2016	0	5	27.4	16.3
01/08/2016	12.7	1.6	27.6	17.6
02/08/2016	11.9	1.6	28.4	16
03/08/2016	0.3	1.6	28.1	16.2
04/08/2016	0	2	28.9	16.7
05/08/2016	0	2.8	29.3	20.3
06/08/2016	5.1	1.3	26.3	19.6
07/08/2016	0	1.6	26.2	18.4
08/08/2016	9.2	1	25.4	19.3
09/08/2016	0	1.1	26.1	18.7
10/08/2016	0	1.2	27.2	19.3
11/08/2016	15.7	1.2	26.2	19.7
12/08/2016	0	1.2	28.2	17.4
13/08/2016	0	0.8	29.6	18.1
14/08/2016	45.2	3.6	28.9	18.3
15/08/2016	0	1.5	28.3	17.3
16/08/2016	2.3	1.9	28.4	17.8
17/08/2016	25.6	0.6	24	18.7
18/08/2016	0	1.1	25.3	17.3
19/08/2016	0	1.4	26.9	17.7
20/08/2016	7.4	1.2	27.3	18.3
21/08/2016	51.2	0.5	26.3	19.1
22/08/2016	6.3	0.7	25.6	17
23/08/2016	4.3	1.1	26.9	16.3
24/08/2016	9.3	1.8	26	16.8
25/08/2016	0.3	0.8	23.3	16.2
26/08/2016	0.5	1.1	26.3	16.7
27/08/2016	23.4	1.2	27.5	18.1
28/08/2016	0.3	1.3	26.8	18.1
29/08/2016	0	1.3	26.8	17.4
30/08/2016	0	1.3	28.4	18.3
31/08/2016	47	4.8	29.1	18.1
01/09/2016	8.6	0.8	27.7	16.7
02/09/2016	0	1.7	27.1	18.1
03/09/2016	0.8	2.1	27.6	18.7
04/09/2016	3.8	1.1	26.8	18.3
05/09/2016	2.3	1.2	20.8	16.9
06/09/2016	0	3.1	27.1	15.9
07/09/2016	0	2.2	28.7	18
08/09/2016	0	2.2	28.7	18.9
09/09/2016	0.3	1.9	29.6	19.7
10/09/2016	0.3	2.2	29.1	19.2
11/09/2016	0	2.2	28.1	16.9
12/09/2016	0	2.2	28.4	18.8
13/09/2016	0	2.5	29.2	19.2
14/09/2016	0.3	1.9	29.4	18.1
15/09/2016	0	2.3	28.6	17.8
16/09/2016	0	2.8	28.1	18.2
17/09/2016	4.3	1.5	27.4	19.2
18/09/2016	2.8	1.9	27.3	17.4
19/09/2016	38.4	1.8	28.7	17.4
20/09/2016	5.6	1.9	28	16.3
21/09/2016	0	2.4	28	16.9
22/09/2016	0	2.5	26.8	16.4
23/09/2016	1.8	1.4	25.8	17.5
24/09/2016	0	1.6	26.7	17.4
25/09/2016	0	1.7	27.2	18
26/09/2016	44.7	1.6	27.7	18.5
27/09/2016	0.5	1.4	26.9	16.3
28/09/2016	21.8	0.8	26	17.6
29/09/2016	15	0.9	26.8	16.9
30/09/2016	13.2	0.6	25.7	17.4
01/10/2016	7.4	0.9	25.9	16.8
02/10/2016	21.1	1.2	28.1	16.9
03/10/2016	0	1.4	28.1	16.4
04/10/2016	0	1.2	27.3	18.7
05/10/2016	0	1.3	27.6	18.4
06/10/2016	0	1.5	27.7	19.4
07/10/2016	0	2.2	27.9	19.6
08/10/2016	0	2.6	27.4	17.1
09/10/2016	0	2.2	26.3	17.1
10/10/2016	0	2.5	26.9	15.1
11/10/2016	0	2.5	27.6	15.4
12/10/2016	0	2.5	28.7	16.7
13/10/2016	0	2.6	29.7	18.3
14/10/2016	0	2.8	28.6	17.3
15/10/2016	0	2.5	27.9	17.8
16/10/2016	0	2.9	27.7	17.8
17/10/2016	1.8	1.7	27.2	18.8
18/10/2016	0	2.8	27.9	17.4
19/10/2016	0	2.6	28.3	18.2
20/10/2016	0	2.9	25.6	17.6
21/10/2016	0	2.4	24.2	15.9
22/10/2016	0	2.1	25.4	16.1
23/10/2016	0	2.5	28.3	16.6
24/10/2016	0.3	1.6	28	17.1
25/10/2016	0	3.3	28.8	17.1
26/10/2016	0	3.4	27.9	16.8
27/10/2016	0	3	25.7	15.2
28/10/2016	0	3.2	25.9	14.3
29/10/2016	0	3.1	25.4	13.6
30/10/2016	0	3.1	27.2	13.6
31/10/2016	0	5.4	28.6	14.8
01/11/2016	0	3.6	28.5	15.7
02/11/2016	0	3.4	28.3	16.2
03/11/2016	0	3.3	28.9	16.6
04/11/2016	0	3	27.1	15.6
05/11/2016	0	2.7	26.9	14.4
06/11/2016	0	2	26.4	15.9
07/11/2016	0	2.3	27	16.8
08/11/2016	7.4	2	26.8	16.9
09/11/2016	1.5	1.4	22.8	16
10/11/2016	0	1.3	19.4	14.7
11/11/2016	1	1.3	20.9	15
12/11/2016	13.3	1.3	17.4	15
13/11/2016	6.8	1.1	16.8	14
14/11/2016	0	0.9	22.5	14.2
15/11/2016	0	2.4	25.7	14.4
16/11/2016	0	2.7	25.2	14.3
17/11/2016	0	2	25	15.3
18/11/2016	0	2.8	26.7	15.2
19/11/2016	0	2.4	23.7	14.4
20/11/2016	0	2.5	24.3	11.7
21/11/2016	0	2.8	25.2	12.1
22/11/2016	0	2.9	25.2	13
23/11/2016	0	3.2	26.2	13.6
24/11/2016	0	3	24.6	12.3
25/11/2016	0	3.5	26.3	12.3
26/11/2016	0	2.7	23.7	11.4
27/11/2016	0	2.9	25.3	11.4
28/11/2016	0	3	25.8	12.3
29/11/2016	0	2.1	24.6	12.9
30/11/2016	0	4.7	24.8	13.8
01/12/2016	0	1.9	25.2	15.2
02/12/2016	0	2.2	24.9	16
03/12/2016	0.3	1.9	24.6	16
04/12/2016	0	2.1	22	15.8
05/12/2016	0	2.4	20.9	11.3
06/12/2016	0	2.8	24.7	9.6
07/12/2016	0	3.5	26.3	10.3
08/12/2016	0	3.4	26.9	11
09/12/2016	0	2.5	26	13.1
10/12/2016	0	2.3	25.1	12.9
11/12/2016	0	2.3	25.9	13.3
12/12/2016	0	2.3	26.2	12.6
13/12/2016	0	3.2	26.4	12
14/12/2016	0	4.2	27.6	12.1
15/12/2016	0	3.7	27.1	12.1
16/12/2016	0	3.3	26.7	12.7
17/12/2016	0	3.5	25.4	14.4
18/12/2016	0	3.8	24.6	12.6
19/12/2016	0	2.8	25.3	12.4
20/12/2016	0	2.5	25.4	12.4
21/12/2016	0	2.8	26.3	12.6
22/12/2016	0	3.2	26.6	13.4
23/12/2016	0	3	25.3	13.9
24/12/2016	0	2.9	26	13.3
25/12/2016	0	2.8	25.4	13.8
26/12/2016	0	3	25.6	14.1
27/12/2016	0	3.5	26.8	13.9
28/12/2016	0	3.2	26.6	13.6
29/12/2016	0	3.6	27.1	13.9
30/12/2016	0	3.6	25.7	13.9
31/12/2016	0	4.6	25.9	14.3
01/01/2017	0	2.5	24.9	13.8
02/01/2017	0	3	25.3	12.9
03/01/2017	0	3.7	28.1	12.2
04/01/2017	0	4.3	28.5	12.3
05/01/2017	0	4.9	28.6	12.9
06/01/2017	0	4.5	28.4	12.9
07/01/2017	0	4.5	27.3	12.7
08/01/2017	0	3.1	24.2	10.3
09/01/2017	0	3.5	23.1	9.6
10/01/2017	0	4	23.9	9.8
11/01/2017	0	4	26.2	10.3
12/01/2017	0	4	25.6	10.6
13/01/2017	0	4.2	25.4	11.8
14/01/2017	0	3.1	23.4	12.8
15/01/2017	0	3.5	23.6	11.5
16/01/2017	0	3.4	24.6	11.6
17/01/2017	0	3.1	24.1	12.4
18/01/2017	0	3	22.6	13.2
19/01/2017	0	2.7	23.7	13.7
20/01/2017	0	2.5	23.3	13.4
21/01/2017	0	3.6	24.3	10.6
22/01/2017	0	4.5	25.9	8.8
23/01/2017	0	5	27.9	8.9
24/01/2017	0	3.2	25.9	10.5
25/01/2017	0	2.9	25.2	12.1
26/01/2017	0.5	3.5	26.7	12.1
27/01/2017	0	4.2	27.3	12.1
28/01/2017	0	4.1	26	11.2
29/01/2017	0	3	22.8	9.4
30/01/2017	0	3	24.9	9.4
31/01/2017	1.3	3.6	22.4	9.9
01/02/2017	0	2.4	23.9	11.2
02/02/2017	0	3.6	25.5	11.2
03/02/2017	0	4	26.5	12.1
04/02/2017	0	3.6	25.6	12.8
05/02/2017	0	4	26.2	13.5
06/02/2017	0	4.8	27	13.2
07/02/2017	0	4.9	28.1	12.9
08/02/2017	0	5.4	30.1	13.1
09/02/2017	0	5.4	29.3	13.3
10/02/2017	0	4.4	29	13.8
11/02/2017	0	4.4	29	14.1
12/02/2017	0	4.4	28.8	14.2
13/02/2017	0	5	27.8	14.6
14/02/2017	0	4.1	26.2	13.3
15/02/2017	0	3.7	23.2	12
16/02/2017	0	2.8	22.7	11.7
17/02/2017	0	3	23.4	10.9
18/02/2017	1	3.5	24	11.7
19/02/2017	0	2.2	21.8	12.1
20/02/2017	0	3.8	23.8	11.4
21/02/2017	0	4.6	27.2	11.9
22/02/2017	0	4.7	27.6	12.8
23/02/2017	0	4.1	26.7	13.3
24/02/2017	0	5.5	27.7	12.9
25/02/2017	0	5.1	28.8	12.5
26/02/2017	0	4.7	28.6	12.7
27/02/2017	0	4.8	29.7	14.1
28/02/2017	0	6.2	28.9	14.6
01/03/2017	0	5.3	30	15.8
02/03/2017	0	4.4	29.1	15.6
03/03/2017	0	3	27	15.9
04/03/2017	0	3.5	25.8	13.7
05/03/2017	0	4.1	27.1	14.1
06/03/2017	0	4.5	28.2	14.8
07/03/2017	0	5.2	28.9	15.4
08/03/2017	0	3.3	25.8	15.9
09/03/2017	0	3.7	27.8	15.9
10/03/2017	1.5	4.4	27.3	15.3
11/03/2017	0	4.4	23.8	15.7
12/03/2017	5.6	4.4	24.2	14.5
13/03/2017	0	3	25.2	11.9
14/03/2017	0	4.2	26.9	12.3
15/03/2017	0	4.8	27.7	14.1
16/03/2017	0	5	28.5	14.6
17/03/2017	0	5.4	28.6	15.2
18/03/2017	0	6.1	29.5	16.4
19/03/2017	0	5.4	30.3	15.6
20/03/2017	0	5.9	31	16.2
21/03/2017	0	6	31.4	16.8
22/03/2017	0	6.1	31.8	17
23/03/2017	0	5.7	31.8	18
24/03/2017	0	5	30.7	17.3
25/03/2017	0	4.3	29.4	16.2
26/03/2017	0	4.2	30.2	17.3
27/03/2017	0	6.1	30.7	15.6
28/03/2017	0	6.8	30.7	15.7
29/03/2017	0	6	29.2	16.2
30/03/2017	0	6	30	13.7
31/03/2017	0	6.3	27.8	15.2
01/04/2017	0	6.1	29	13.5
02/04/2017	0	6	28.8	14.4
03/04/2017	0	5.6	29	13.8
04/04/2017	0	6.3	30.7	14.3
05/04/2017	0	7.3	32.2	15.1
06/04/2017	0	6.4	31.8	18.2
07/04/2017	0	7.2	31.4	17.6
08/04/2017	0	7.3	32.2	19.2
09/04/2017	0	7	31.7	17.4
10/04/2017	0	7.3	32	18.1
11/04/2017	0	7.3	31.8	17.4
12/04/2017	0	7.3	31.6	17.6
13/04/2017	0	7.1	31.4	17.2
14/04/2017	0	6	30.7	16.6
15/04/2017	0	6.4	30.6	16.8
16/04/2017	0	6.5	30.8	17
17/04/2017	0	6	28.7	17.2
18/04/2017	0	7.2	29.3	15.8
19/04/2017	0	6	30.4	16.3
20/04/2017	0	6.1	30.7	17.1
21/04/2017	0	5.6	31.8	17.2
22/04/2017	0	5	32.5	17.4
23/04/2017	0	5.6	31.3	18.9
24/04/2017	0	4.4	30.4	18.9
25/04/2017	0	5.8	28.9	18.3
26/04/2017	0	6.2	30.1	15.9
27/04/2017	0	7.2	31	16
28/04/2017	0	6.3	28.9	16.1
29/04/2017	0	6.3	31.1	14.5
30/04/2017	0	6.7	32.1	16
01/05/2017	0	7.3	33	17.6
02/05/2017	0	6.6	32.4	18.7
03/05/2017	0	5.5	32.1	19.1
04/05/2017	0	6.2	32.1	18.3
05/05/2017	0	5.4	31.6	19.6
06/05/2017	0	5.3	31.9	19.8
07/05/2017	0	5.4	31.1	17.7
08/05/2017	0	4.9	30.8	18.7
09/05/2017	0	5	31.4	18.5
10/05/2017	0	5.2	32.6	19.2
11/05/2017	0	5.2	33.8	20.1
12/05/2017	0	5.2	33.3	19.7
13/05/2017	0	5.9	32.4	19.8
14/05/2017	0	5.5	32.2	19.5
15/05/2017	0	6	33.5	20.1
16/05/2017	0	6.6	33.6	20.2
17/05/2017	0	7.2	33.9	19.9
18/05/2017	0	9.2	33.8	19.4
19/05/2017	0	7.7	33.8	20.5
20/05/2017	0	7.8	34.4	19.8
21/05/2017	0	7.7	35.4	18.8
22/05/2017	0	6.5	34.7	20.6
23/05/2017	0	5.4	32.9	19.2
24/05/2017	0	5.1	33.3	19.9
25/05/2017	0	4.3	32	19.3
26/05/2017	3.6	4.7	34.7	19.9
27/05/2017	0	5.1	33.8	19.3
28/05/2017	0	5.6	33.1	20.4
29/05/2017	0	5.1	33.4	20.1
30/05/2017	0	5.1	32.7	20.2
31/05/2017	0	6.5	32.7	20.4
01/06/2017	0	5.3	33.3	19.1
02/06/2017	0	6.7	33.4	19.9
03/06/2017	0	7.2	33.6	19.2
04/06/2017	0	7.3	33.7	19.1
05/06/2017	0	6.2	33.6	19.5
06/06/2017	0	6	34.3	20.2
07/06/2017	15.2	2.8	31.9	20.3
08/06/2017	1.3	2.8	31.5	18.3
09/06/2017	4.3	2.9	32.4	18.7
10/06/2017	10.1	1.7	30.7	17
11/06/2017	0	1.7	30.9	18.6
12/06/2017	0	1.7	33.2	19.7
13/06/2017	0	2.6	33.8	20
14/06/2017	0	3.9	32.3	21.7
15/06/2017	0	3.6	31.9	21
16/06/2017	0	3	33	20.9
17/06/2017	0	3.6	33.9	20
18/06/2017	0	4	33.6	21.2
19/06/2017	0	5.6	33.7	20.2
20/06/2017	0	5.3	30.6	21.1
21/06/2017	0	4.4	32	21.2
22/06/2017	0	3.6	32.8	19.8
23/06/2017	0	3.5	33.2	20.8
24/06/2017	2.8	2.3	33.4	20.7
25/06/2017	0.8	2.2	30.1	18
26/06/2017	0	1.7	25.3	18.6
27/06/2017	5.1	2.4	29.7	18.6
28/06/2017	0	0.9	23.9	17.3
29/06/2017	7.9	1.6	27.4	18.3
30/06/2017	0.3	1.6	27.2	17.1
01/07/2017	16.5	1.1	23.8	17.4
02/07/2017	0	1.1	27.3	16.8
03/07/2017	4.3	1.2	26.9	17
04/07/2017	0.8	2.1	26.9	17.9
05/07/2017	5.6	2.6	29.2	16.8
06/07/2017	50.5	2.4	29.2	15.9
07/07/2017	9.9	2.2	28.7	15.4
08/07/2017	15.5	1	25.9	16.8
09/07/2017	11.4	0.9	24.7	16.7
10/07/2017	8.1	0.9	25.3	16.8
11/07/2017	0.3	0.9	25.5	17.7
12/07/2017	3	0.9	26.3	17.6
13/07/2017	29	1.1	24.8	18.8
14/07/2017	0	1.6	27.2	18.7
15/07/2017	3	2.5	29	18.3
16/07/2017	7.8	2	28.9	17.8
17/07/2017	0	1.9	27.1	16.3
18/07/2017	6.1	2.4	27.4	17.8
19/07/2017	2.8	1.7	26.7	17.2
20/07/2017	2.8	1.8	26.2	17.1
21/07/2017	2.5	1.4	27.2	17.1
22/07/2017	41.8	1.3	28.7	18.1
23/07/2017	29.7	1.7	28.1	17.2
24/07/2017	1	1.8	26.7	18.1
25/07/2017	1.3	1.5	27.2	16.8
26/07/2017	0.5	0.9	25.6	18.3
27/07/2017	28.4	1.6	27.6	17.6
28/07/2017	17.3	1	28	15.9
29/07/2017	0	1	26.8	17.5
30/07/2017	0	1	30.3	17.8
31/07/2017	0	5.6	30.5	18.8
01/08/2017	0	3.2	29.7	20.7
02/08/2017	2.3	2.4	30.1	20.3
03/08/2017	8.1	2.2	28.5	17.1
04/08/2017	12.2	2	29.7	17.3
05/08/2017	0	1.9	29.3	16.3
06/08/2017	0	2	29.6	18.6
07/08/2017	0	2.1	28.8	19.6
08/08/2017	0	2	27.9	18.5
09/08/2017	0	3	29.6	19.3
